Condition,Distance_km,Frequency_GHz,Bandwidth_MHz,Modulation,TxPower_dBm,Gain_dBi,RSSI_dBm,SNR_dB,BER,Availability_percent,Etat
Cyclone,22.14,4,56,8PSK,24.85,33.45,-1.81,0,0.0662149275923011,90.97,KO
Cyclone,17.77,26,28,8PSK,22.4,29.01,6.88,9.26,0.0754453838096523,99.63,KO
Cyclone,22.94,6,14,8PSK,24.82,31.97,-3.6,3.55,0.05077113813472,90.49,KO
Cyclone,17.59,26,112,QPSK,22.37,29.6,5.95,10.13,2.01635064620756E-05,94.07,Dégradé
Cyclone,38.69,8,14,16-QAM,24.52,31.7,-31.25,0,0.172577620830005,99.42,KO
Cyclone,14.35,26,56,QPSK,21.37,26.56,12.91,16.86,0.000404507486416047,99.16,Dégradé
Cyclone,18.45,11,28,QPSK,20.17,29.25,1.9,2.17,0.0909852678496585,99.08,KO
Cyclone,42.51,23,56,8PSK,24.67,34.69,-29.3,0,0.114643575177356,99.69,KO
Cyclone,30.12,26,56,BPSK,26.38,35.23,-11.05,0,0.0955955906706834,99.44,KO
Cyclone,30.06,38,56,8PSK,26.46,38.7,2.49,7.95,0.0449783531044025,99.5,KO
Cyclone,34.58,8,14,QPSK,24.61,37.7,-8.73,0,0.018076236665618,99.81,KO
Cyclone,48.9,6,112,16-QAM,24.95,37.89,-47.58,0,0.191970063741044,99.16,KO
Cyclone,2.71,32,224,8PSK,19.96,22.68,25.05,30.65,1.94781495595032E-07,99.61,OK
Cyclone,40.03,8,14,BPSK,26.04,39.09,-21.73,0,0.107706331090754,99.48,KO
Cyclone,2.24,26,14,8PSK,17.23,23.83,32.85,38.44,2.86518654936392E-07,99.86,OK
Cyclone,36.75,38,56,QPSK,26.61,39.09,-14.56,0,0.0714596144064048,99.87,KO
Cyclone,16.88,32,56,8PSK,23.01,29.06,8.69,17.86,0.000429121618161861,99.36,Dégradé
Cyclone,37.71,11,14,QPSK,24.37,39.08,-13,0,0.0665490564682321,99.66,KO
Cyclone,43.91,8,56,BPSK,25.92,35.77,-31.42,0,0.192639789826178,99.16,KO
Cyclone,8.69,8,56,8PSK,20.23,27.96,22.73,26.62,2.96896925927837E-07,99.58,OK
Cyclone,48.16,4,112,16-QAM,25.25,31.85,-52.82,0,0.0905263071334607,97.45,KO
Cyclone,15.61,8,224,BPSK,23.3,25.24,12.38,17.39,0.000969618604864327,99.52,Dégradé
Cyclone,11.76,23,28,BPSK,21.14,25.12,18.96,28.82,5.55786606124344E-07,99.73,OK
Cyclone,19.75,26,14,8PSK,23.7,26.94,-0.25,9.7,0.0649372131707446,93.75,KO
Cyclone,13.88,11,112,16-QAM,20.07,27.04,10.55,17.94,0.000808482568210117,99.64,Dégradé
Cyclone,41.8,38,28,8PSK,26.79,31.33,-33.12,0,0.154717944148034,99.78,KO
Cyclone,4.98,26,112,8PSK,19.7,20.75,29.28,37.25,8.73382455299629E-07,99.96,OK
Cyclone,28.51,26,112,BPSK,25.3,31.71,-7.38,0,0.141467490868764,99.6,KO
Cyclone,24.38,6,224,BPSK,26.34,37.38,8.17,8.86,0.113529925348724,99.19,KO
Cyclone,45.52,13,28,BPSK,24.1,34.34,-38.15,0,0.176599721065144,99.93,KO
Cyclone,34.51,18,28,BPSK,26.65,31.19,-23.49,0,0.0645324020790426,99.74,KO
Orage,15.66,13,224,BPSK,22.95,29.38,15.95,17.59,0.00077965111706742,99.82,Dégradé
Orage,20.71,8,56,8PSK,24.22,31.46,8.58,16.46,0.00199108792083919,99.81,KO
Orage,45.88,32,112,QPSK,26.41,34.62,-41.72,0,0.224318734832527,99.54,KO
Orage,45.66,4,14,8PSK,26.05,39.44,-32.38,0,0.229093853772166,99.74,KO
Orage,29.44,18,14,8PSK,24.31,34.07,-13.63,0,0.0109996679797775,96.33,KO
Orage,25.25,8,56,BPSK,24.28,35.89,2.22,11.63,0.000141278630603086,99.93,Dégradé
Orage,8.45,32,112,64-QAM,21.48,29.02,25.61,30.26,9.77704182850696E-07,99.91,OK
Orage,22.66,6,112,8PSK,25.53,32.83,12.91,20.33,3.40560614733031E-07,99.67,OK
Orage,20.84,8,56,8PSK,26.15,32,0.86,6.77,0.134814263140061,99.68,KO
Orage,31.54,8,112,8PSK,24.42,30.86,-18.15,0,0.209909059131848,99.79,KO
Orage,46.85,6,112,BPSK,26.84,34.42,-40.19,0,0.11246145416,99.6,KO
Orage,15.54,11,224,256-QAM,20.4,29.9,13.62,15.57,0.000974794635874422,99.65,Dégradé
Orage,36.64,32,14,16-QAM,24.72,30.43,-24.63,0,0.209162087513073,99.08,KO
Orage,45.86,38,224,16-QAM,24.93,33.4,-45.23,0,0.0150046665491892,99.58,KO
Orage,44.25,11,224,BPSK,24.57,38.41,-30.35,0,0.175667518846886,99.62,KO
Orage,42.58,8,56,8PSK,25.59,32.1,-41.31,0,0.00777417699178592,96.57,KO
Orage,5.92,26,112,BPSK,20.24,25.03,28.81,31.43,3.1127625771305E-07,99.29,OK
Orage,44.51,26,56,16-QAM,26.53,34.26,-28.75,0,0.0756573999385138,99.78,KO
Orage,38.66,6,224,BPSK,25.68,31.41,-22.23,0,0.0978616782957001,99.97,KO
Orage,26.97,13,14,16-QAM,26.14,37.35,-5.51,0,0.0250988853210248,99.66,KO
Orage,18.8,11,112,QPSK,21.9,28.73,5.54,6.02,0.0313568425610946,99.65,KO
Orage,34.15,6,112,8PSK,24.21,34.16,-25.12,0,0.0733829200439541,93.69,KO
Orage,28.78,6,112,BPSK,25.87,35.33,-10.83,0,0.0981043033568767,99.75,KO
Orage,12.98,32,14,QPSK,21.03,27.4,14.55,20.1,2.28533430763202E-07,99.89,OK
Orage,16.98,13,14,64-QAM,20.3,28.67,-0.96,6.4,0.0477932439197214,97.69,KO
Orage,13.1,11,14,256-QAM,21.02,26.28,4.84,14.41,0.000487343991697801,96.79,Dégradé
Orage,8.36,8,112,16-QAM,23.5,25.47,17.33,25.01,5.45356220156888E-07,95.47,OK
Orage,42.2,8,112,16-QAM,24.96,33.71,-27.72,0,0.00737293158303734,99.93,KO
Orage,3.56,70,224,8PSK,17.63,20.77,25.51,30.19,5.87255448817494E-07,99.98,OK
Orage,1.33,6,112,BPSK,19.34,23.64,39.8,46.76,2.48537653102044E-07,99.99,OK
Orage,35.61,26,224,BPSK,25.19,35.87,-20.63,0,0.0864046088507875,99.34,KO
Orage,21.03,4,14,16-QAM,24.6,37.06,16.2,19.43,0.00174543942261641,99.25,KO
Orage,24.44,23,28,QPSK,24.06,39.42,9.36,17.18,0.000573299170729024,99.63,Dégradé
Orage,8.41,13,224,256-QAM,21.83,27.12,31.13,33.11,9.82580275518986E-07,99.87,OK
Orage,8.73,4,112,BPSK,21.97,29.57,29.52,36.71,3.67117402354536E-07,99.18,OK
Orage,10,26,28,16-QAM,20.84,28.22,26.77,34.6,2.58302141219639E-07,99.87,OK
Orage,24.95,4,224,8PSK,24.43,34.4,3.64,5.36,0.0315102213016482,99.54,KO
Orage,13.86,18,28,QPSK,22.38,25.51,15.76,20.57,6.50051337720799E-07,99.81,OK
Orage,36.28,23,112,BPSK,26.65,37.63,-23.4,0,0.0880012584832515,97.55,KO
Orage,21.78,11,56,16-QAM,25.31,35.8,5.03,8.71,0.143316183856986,99.24,KO
Orage,17.58,8,224,64-QAM,21.69,25.84,9.27,9.77,0.0688991498513677,99.83,KO
Orage,19.25,26,56,BPSK,21.15,26.12,3.18,6.87,0.0948213165258098,99.75,KO
Orage,46.84,6,112,BPSK,25.64,34.64,-44.91,0,0.0722482690410433,93.31,KO
Orage,1.03,32,112,32-QAM,17.56,21.75,33.25,38.87,5.6409666015254E-07,99.85,OK
Orage,14.55,38,224,8PSK,22.86,26.92,6.97,7.25,0.0405764329733103,99.43,KO
Orage,8.67,18,56,BPSK,21.55,29.33,27.6,30.69,8.31462397161588E-07,99.56,OK
Orage,36.51,4,224,BPSK,24.19,35.51,-18.36,0,0.128082181548205,99.68,KO
Orage,46.16,32,112,16-QAM,25.1,31.34,-38.46,0,0.0654361833394148,99.76,KO
Orage,48.72,11,14,QPSK,26.24,38.01,-43.12,0,0.107378787962695,99.53,KO
Orage,46.41,26,112,16-QAM,26.28,34.93,-45.22,0,0.0599551333905573,94.77,KO
Orage,32.58,8,112,BPSK,25.78,39.91,-11.71,0,0.0685544605498854,94.97,KO
Orage,35.16,8,112,QPSK,26.87,39.08,-15.5,0,0.110011415352078,99.68,KO
Orage,28.2,18,56,BPSK,24.34,30.49,-15.38,0,0.0764022552428245,91.65,KO
Orage,2.04,80,112,BPSK,18.42,21.37,26.78,35.24,7.8942091001806E-07,99.31,OK
Orage,11.34,13,28,8PSK,20.05,28.97,11.83,16.32,0.000292448826531783,96.92,Dégradé
Orage,27.64,13,224,BPSK,25.38,35.29,1.98,4.05,0.120160453923598,99.1,KO
Orage,35.85,18,112,QPSK,25.58,39.33,-6.9,0,0.00706242776030249,99.9,KO
Orage,2.07,32,112,8PSK,17.49,23.13,31.61,33.95,3.91203793060278E-07,99.95,OK
Orage,12.62,8,14,BPSK,20.46,27.54,11.89,21.43,1.39010538101664E-07,99.58,OK
Orage,46.73,32,56,16-QAM,24.6,34.46,-36.61,0,0.0441901801351918,99.67,KO
Orage,14.37,8,112,8PSK,20.1,25.37,11.31,14.94,0.000558006066836049,99.55,Dégradé
Orage,27.86,4,112,16-QAM,25.26,32.88,-9.22,0,0.0218975712272225,94.68,KO
Orage,24.27,38,28,BPSK,26.97,32.76,-1.08,0,0.034694257607524,94.82,KO
Orage,26.93,11,14,8PSK,24.97,34.38,4.09,6.95,0.0895293968622654,99.93,KO
Orage,29.08,6,56,16-QAM,25.82,30.04,-4.27,0.5,0.054177473379687,99.91,KO
Orage,48.3,13,112,16-QAM,25.72,31.36,-43.64,0,0.0530613593500951,99.94,KO
Orage,30.63,26,56,8PSK,25.65,38.68,-1.42,0,0.0645974409016462,99.56,KO
Orage,35.44,18,56,16-QAM,25.54,39.68,-10.89,0,0.183825655211266,99.16,KO
Orage,4.25,4,224,256-QAM,19.38,20.24,25.49,34.41,7.14275058308304E-07,99.75,OK
Orage,24.51,6,56,8PSK,26.32,37,3.09,11.75,0.00210798341889072,99.39,KO
Orage,9.54,26,56,16-QAM,22.48,26.34,27.73,36.61,9.4356265218362E-07,99.68,OK
Orage,13.9,8,28,8PSK,22.52,25.59,6.29,14.79,0.000241933934661895,94.75,Dégradé
Orage,42.08,6,56,8PSK,25.33,31.83,-38.88,0,0.00342058452334323,91.88,KO
Orage,49.16,4,56,16-QAM,24.52,30.86,-48.86,0,0.198700833447161,99.65,KO
Orage,34.4,4,224,16-QAM,25.75,38.98,-11.1,0,0.00582009030755089,99.39,KO
Orage,29.08,23,28,16-QAM,26.39,33.58,0.77,6.25,0.0133811980161934,99.6,KO
Orage,39.71,11,224,16-QAM,25.27,37.09,-29.18,0,0.0613064141973632,99.65,KO
Orage,14.86,8,28,16-QAM,21.91,29.22,20.35,28.88,3.26466573836175E-07,99.78,OK
Orage,16.62,38,56,16-QAM,21.33,26.88,2.03,10.79,0.000813956921266397,99.03,Dégradé
Orage,39.08,4,112,BPSK,26.32,32.25,-23.77,0,0.0907208539471695,99.83,KO
Orage,19.52,4,224,QPSK,21.39,25.34,-1.5,3.98,0.00199312266706186,99.64,KO
Orage,12.98,6,28,16-QAM,20.54,25.4,11.7,17.85,0.000942997418394483,99.56,Dégradé
Orage,36.43,11,14,BPSK,26.95,31.72,-16.4,0,0.0658453406554033,99.95,KO
Orage,27.38,23,56,8PSK,24.33,30.41,-9.23,0,0.0480202666450989,99.54,KO
Orage,38.81,38,224,8PSK,25.33,39.45,-18.82,0,0.0743006677204904,99.47,KO
Orage,48.92,11,112,8PSK,26.57,39.33,-39.07,0,0.190638114837745,99.81,KO
Orage,27.75,6,56,BPSK,25.76,31.7,-2,4.52,0.0734189652692265,99.76,KO
Orage,41.89,6,14,BPSK,26.76,30.5,-36.2,0,0.139693178930673,99.75,KO
Orage,42.76,11,14,QPSK,26.61,34.3,-34.63,0,0.221073337834296,99.11,KO
Orage,12.01,13,112,BPSK,23.46,26.52,18.15,23.68,8.0265898811056E-07,99.64,OK
Orage,26.52,38,14,QPSK,25.1,37.16,-3.4,4.94,0.0908328995461258,99.41,KO
Orage,40.85,13,112,16-QAM,24.07,38.83,-32.87,0,0.109229324716813,99.53,KO
Orage,4.54,23,112,16-QAM,18.03,20.14,19.37,21.77,3.4667504060147E-07,99.85,OK
Orage,45.36,18,14,16-QAM,26.3,36.18,-41.55,0,0.123416489613873,99.04,KO
Orage,10.66,26,224,8PSK,20.48,27.4,13.89,15.82,0.000451895784696658,99.33,Dégradé
Orage,31.28,32,56,BPSK,24.29,30.74,-17.42,0,0.0703341468621156,99.23,KO
Orage,44.3,4,224,8PSK,24.47,31.3,-40.68,0,0.0546464456162213,99.05,KO
Orage,43.79,13,14,QPSK,26.09,39.5,-24.8,0,0.0828811643314934,99.84,KO
Orage,22.22,38,14,16-QAM,25.27,34.16,3.42,8.3,0.0297467511247903,99.94,KO
Orage,29.87,38,14,16-QAM,25.51,31.09,-8.33,0,0.126035931439518,99.04,KO
Orage,26.97,6,28,16-QAM,25.81,31.96,0.1,6.59,0.0718005910472582,99.85,KO
Orage,12.66,11,224,BPSK,20.02,26.46,17.93,23.75,1.12980041789923E-07,99.95,OK
Orage,1.67,32,224,8PSK,18.11,22.9,32.59,35.11,7.98172731509841E-07,99.98,OK
Orage,49.53,32,224,16-QAM,26.4,38.65,-38.7,0,0.174549863278798,99.6,KO
Orage,37.27,18,14,QPSK,24.11,34.38,-27.75,0,0.0873388431824572,99.52,KO
Orage,36.24,4,224,16-QAM,25.43,34.72,-16.8,0,0.0195560163364996,99.53,KO
Orage,42.85,26,224,QPSK,25.24,32.97,-29.93,0,0.033202830161111,99.94,KO
Orage,9.73,38,56,64-QAM,22.96,29.87,31.15,40.72,6.21257378621716E-07,99.88,OK
Orage,17.02,38,56,64-QAM,23.04,28.03,2.07,5.05,0.00462517269817515,94.56,KO
Orage,38.08,23,112,BPSK,24.35,39.38,-27.88,0,0.0944000485730019,91.83,KO
Orage,17.35,6,28,16-QAM,22.69,28.09,4.64,9.52,0.0615375813414088,99.67,KO
Orage,1.99,13,112,8PSK,17.33,20.55,29.08,31.4,7.73966591867516E-07,100,OK
Orage,40.66,6,56,8PSK,24.96,36.7,-23.03,0,0.179002177125743,99.69,KO
Orage,1.44,32,28,256-QAM,17.05,23.7,22.28,24.61,1.68592515157607E-07,95.29,OK
Orage,23.66,6,28,QPSK,24.57,35.64,11.71,19.5,0.000136955644610351,99.75,Dégradé
Orage,47.44,23,56,BPSK,26.57,30.19,-45.75,0,0.162764364652716,99.52,KO
Orage,38.17,4,56,8PSK,24.76,34.16,-21.11,0,0.0738508545457694,99.05,KO
Orage,47.84,4,14,BPSK,24.45,32.59,-39.85,0,0.0587272853371465,99.53,KO
Orage,43.57,32,14,QPSK,26.61,37.46,-27.54,0,0.191567096724553,99.81,KO
Orage,48.75,26,224,QPSK,25.53,32.2,-44.01,0,0.121758783060565,99.36,KO
Orage,43.58,26,28,16-QAM,25.13,37.71,-30.49,0,0.0196432302230548,99.9,KO
Orage,5.69,11,112,QPSK,23.05,25.2,26.9,32.27,9.50160852750946E-07,99.95,OK
Orage,16.62,11,28,BPSK,21.41,26.72,1.16,1.66,0.042553174708868,97.42,KO
Orage,2.33,32,28,QPSK,17.52,22.65,30.22,31.73,9.24439508894074E-07,99.99,OK
Orage,12.66,11,224,BPSK,23.79,26.99,12.22,12.93,0.000634636113176502,99.6,Dégradé
Orage,30.07,13,224,8PSK,24.16,38.06,-5.04,4.05,0.067800070553243,99.72,KO
Orage,25.29,26,28,BPSK,26.43,31.51,5.27,13.37,0.000349246249417541,99.56,Dégradé
Orage,3.52,6,28,BPSK,18.55,20.87,29.96,38.61,4.64972972865175E-07,99.7,OK
Orage,9.73,4,224,16-QAM,20.36,28.14,17.6,25.85,5.30557024841478E-07,99.58,OK
Orage,27.3,26,224,BPSK,26.37,36.57,2.98,8.46,0.0345857646194679,99.66,KO
Orage,20.53,18,14,BPSK,25.58,31.37,10.49,11.49,0.000453358409395965,99.59,Dégradé
Orage,19.15,26,224,QPSK,20.64,28.86,-1.03,5,0.020605359399794,99.64,KO
Orage,2.4,38,14,8PSK,19.41,20.56,26.49,29.7,5.6500941768975E-07,99.87,OK
Orage,46.97,11,112,QPSK,25.84,30.72,-41.44,0,0.123070386730208,99.17,KO
Orage,18.11,11,14,16-QAM,21.91,29.18,9.81,15.64,0.000769488399667939,99.8,Dégradé
Orage,9.79,23,224,QPSK,23.74,27.83,22.63,27.69,2.00935289529675E-07,99.27,OK
Orage,22.83,23,14,QPSK,26.7,34.56,9.96,15.16,0.00152227003603991,99.81,KO
Orage,36.99,13,224,16-QAM,26.92,35.9,-17.39,0,0.0682263585045777,99.44,KO
Orage,1.84,70,14,BPSK,18.62,21.27,23.7,32.42,3.71320946696687E-07,97.95,OK
Orage,20.99,26,112,BPSK,26.15,32.77,2,6.03,0.0904499337603267,94.24,KO
Orage,44.97,23,112,8PSK,24.85,33.94,-33.15,0,0.0596113708272213,99.86,KO
Orage,4.92,6,14,BPSK,18.33,22.32,26.95,29.06,9.2301764469979E-07,99.97,OK
Orage,35.4,4,14,16-QAM,26.54,38.38,-15.56,0,0.231330826011742,99.36,KO
Orage,19.9,23,28,BPSK,23.97,28.77,9.55,13.5,0.000619020974152686,99.83,Dégradé
Orage,16.49,13,56,64-QAM,22.52,25.56,7.33,17.26,0.0000928446431945999,99.7,Dégradé
Orage,48.75,18,28,BPSK,26.85,32.96,-44.06,0,0.252072504252406,99.77,KO
Orage,8.19,23,224,256-QAM,22.85,29.22,34.56,41.46,9.12260474567602E-07,99.75,OK
Orage,33.78,18,224,16-QAM,26.41,34.29,-11.6,0,0.0555489152776907,99.27,KO
Orage,29.15,13,14,16-QAM,25.22,35.42,-3.48,1.76,0.187454474861358,99.88,KO
Orage,12.15,23,112,16-QAM,21,28.02,12.37,17.57,0.000202367324234583,92.4,Dégradé
Orage,46.03,8,28,8PSK,26.61,39.93,-29.77,0,0.228327380282389,99.53,KO
Orage,6.01,13,112,QPSK,22.07,27.08,32.41,36.87,8.73072938556783E-07,99.48,OK
Orage,10.49,38,56,16-QAM,21.01,25.54,24.08,27.16,3.12151015188035E-07,99.74,OK
Orage,15.67,6,112,QPSK,23.65,29.68,6.13,13.53,0.00061299231423567,99.27,Dégradé
Orage,44.94,26,56,16-QAM,25.81,30.32,-47.55,0,0.0381917719565368,99.37,KO
Orage,32.12,4,14,QPSK,25.4,36.62,-3.55,0,0.0110042562600588,99.71,KO
Orage,12.94,6,28,8PSK,20.33,28.92,19.12,28.1,5.57562472221518E-07,99.72,OK
Orage,7.09,4,224,8PSK,22.64,27.11,23.99,27.09,1.99769659391017E-07,99.2,OK
Orage,34.93,4,56,16-QAM,25.98,32.39,-23.41,0,0.0783210260557478,96.56,KO
Orage,27.35,6,112,8PSK,25.86,31.04,-9.83,0,0.0779438400699251,95.96,KO
Orage,43.55,13,56,QPSK,25.33,36.67,-30.66,0,0.110957951691142,99.89,KO
Orage,2.3,11,224,BPSK,18.08,22.15,23.29,32.02,5.67857578294058E-07,99.19,OK
Orage,40.49,6,14,8PSK,24.05,34.43,-34.23,0,0.158358951579402,99.77,KO
Orage,41.92,23,112,BPSK,24.88,32.9,-39.42,0,0.0921497488186236,99.05,KO
Orage,33.59,23,56,QPSK,25.98,36.4,-9.05,0,0.196771303254959,99.02,KO
Orage,17.89,13,14,256-QAM,21.81,25.23,-4.17,0,0.079668119288416,91.67,KO
Orage,8.92,32,28,16-QAM,23.6,27.21,29.12,34.33,6.37626357899758E-07,99.48,OK
Orage,43.64,11,56,QPSK,25.67,32.88,-41.48,0,0.0587740351269097,99.89,KO
Orage,8.51,23,56,16-QAM,22.53,28.16,28.42,37.18,7.22221170865917E-07,99.27,OK
Orage,41.86,38,112,QPSK,25.02,33.29,-28.39,0,0.0902875889450759,99.87,KO
Orage,12.49,32,112,QPSK,20.66,25.86,5.48,13.28,0.000934605566526177,97.5,Dégradé
Orage,44.93,32,56,16-QAM,24.94,32.08,-35.93,0,0.0297725992216631,99.93,KO
Orage,14.02,26,224,QPSK,20.85,26.74,10.88,18.75,0.000952489476554623,99.71,Dégradé
Orage,11.24,4,224,32-QAM,20.95,29.09,15.86,20.89,6.62726841102022E-07,95.33,OK
Orage,21.09,8,28,16-QAM,26.43,37.29,16.23,25.44,3.67205971805832E-07,99.62,OK
Orage,18.49,11,56,8PSK,20.23,27.92,0.03,5.71,0.0380573845607735,99.37,KO
Orage,49.73,11,224,QPSK,26.08,32.9,-43.84,0,0.053213799153376,99.6,KO
Orage,34.34,11,224,QPSK,24,37.9,-11.98,0,0.218092115520609,99.45,KO
Orage,39.87,13,224,8PSK,26.05,30.98,-28.28,0,0.181577142324413,99.22,KO
Orage,17.45,11,28,32-QAM,20.93,25.44,-2.04,2.88,0.0910976131221376,94.26,KO
Orage,16.69,32,56,256-QAM,23.01,25.64,4.51,7.37,0.0543428904465323,92.87,KO
Orage,24.3,6,224,16-QAM,24.83,34.05,-1.01,1.48,0.184043701929124,99.04,KO
Orage,22.61,13,224,BPSK,24.21,37.85,14.14,21.59,2.69213616096542E-08,99.85,OK
Orage,35.36,18,112,BPSK,25.23,30.53,-26.52,0,0.00725652934039898,95.05,KO
Orage,6.82,38,224,16-QAM,22.73,25.18,20.11,29.44,7.12201033727539E-07,99.02,OK
Orage,43.12,26,14,8PSK,26.44,38.67,-21.79,0,0.0649038974352725,99.57,KO
Orage,45.38,6,224,16-QAM,25.06,35.69,-42.14,0,0.0272954064706813,99.58,KO
Orage,43.11,13,28,BPSK,24.53,31.6,-38.36,0,0.155820046015697,99.75,KO
Orage,2.36,26,224,8PSK,18.7,22.76,32.01,33.83,1.71672814350216E-07,99.97,OK
Orage,29.59,11,224,QPSK,24.06,33.82,-1.61,6.78,0.0488270189982139,99.68,KO
Orage,31.62,32,28,8PSK,25.22,34.65,-15.42,0,0.004229089207491,96.66,KO
Orage,7.32,11,28,16-QAM,23.71,28.05,23.9,26.96,8.2287587808851E-07,99.03,OK
Orage,41.51,8,112,16-QAM,24.26,39.56,-29.17,0,0.0181961902016294,99.09,KO
Orage,8.28,11,14,BPSK,23.53,28.78,20.8,23.71,2.74300523430307E-07,99.06,OK
Orage,2.64,13,224,16-QAM,17.35,23.25,33.93,34.35,8.46357237751796E-07,99.99,OK
Orage,13.67,32,112,BPSK,23.92,29.99,22.13,25.73,3.94657949042979E-07,99.78,OK
Orage,21.87,6,28,16-QAM,26.36,36.83,13.47,19.75,0.00194246318422698,99.47,KO
Orage,12.82,32,14,BPSK,21.28,29,11.26,18.11,1.2164337820422E-05,90.28,Dégradé
Orage,21.39,38,56,QPSK,24.47,37.04,9.05,9.72,0.0218682986844862,99.86,KO
Orage,38.85,4,112,QPSK,24.05,32.09,-22.9,0,0.0167504346134377,99.85,KO
Orage,37.32,26,28,8PSK,26.38,37.68,-14.2,0,0.211122204664934,99.15,KO
Orage,14.08,6,112,16-QAM,21.97,29.71,18.35,21.64,8.01633235631259E-07,99.13,OK
Orage,31.54,4,56,QPSK,26.48,30.33,-8.66,0,0.156880903152187,99.67,KO
Orage,9.58,26,28,16-QAM,21.14,28.15,23.25,27.79,7.73774797311754E-07,99.66,OK
Orage,37.33,32,28,BPSK,24.26,35.74,-20.71,0,0.135521830772397,99.34,KO
Orage,5.22,11,56,8PSK,23.97,29.77,31.62,32.72,2.44492892942873E-07,95.5,OK
Orage,47.16,6,112,16-QAM,26.97,32.61,-47.01,0,0.0689362959623878,97.99,KO
Orage,16.6,13,28,BPSK,21.63,27.96,4.7,14.22,0.000564242501519136,99.24,Dégradé
Orage,23.9,4,56,QPSK,25.3,30.71,4.1,8.08,0.11647764259716,99.18,KO
Orage,1.66,80,112,QPSK,17.88,23.49,26.06,26.94,5.46091378521068E-07,91.01,OK
Orage,18.97,26,224,16-QAM,20.08,26.95,-3,4.02,0.00686496608366639,99.17,KO
Orage,6.34,23,56,256-QAM,21.64,29.87,23.22,32.07,5.90401613197349E-07,93.45,OK
Orage,22.84,26,28,BPSK,24.16,33.33,-2.65,5.88,0.0643068255346265,97.72,KO
Orage,40.9,23,28,BPSK,24.2,35.28,-27.32,0,0.163421806872425,99.81,KO
Orage,38.09,26,224,16-QAM,24.59,39.08,-28.33,0,0.069715912241672,92.56,KO
Orage,45.1,23,224,16-QAM,24.23,34.77,-43.76,0,0.0809320474701971,99.51,KO
Orage,7.13,38,14,256-QAM,20.81,27.84,27.8,31.07,7.58029932309425E-07,99.51,OK
Orage,30.14,8,224,16-QAM,25.76,38.68,-11.53,0,0.137862511776099,99.37,KO
Orage,6.86,18,56,QPSK,22.71,28.56,25.69,34.06,7.99038430979408E-07,99.46,OK
Orage,26.95,8,224,8PSK,24.21,38.96,-4.66,0,0.089652676786235,99.91,KO
Orage,18.02,13,14,64-QAM,23.69,28.39,11.15,18.58,0.000269575857117656,99.7,Dégradé
Orage,28.53,6,56,BPSK,24.02,31.12,-14.94,0,0.0259597259237277,96.28,KO
Orage,21.76,11,56,BPSK,24.26,37.88,6.31,11.51,0.0004015842745752,99.03,Dégradé
Orage,42.94,26,14,8PSK,25.18,36.47,-28.11,0,0.221554438568807,99.76,KO
Orage,7.83,8,28,QPSK,20.91,25.38,24.35,24.89,6.07281464117789E-07,99.69,OK
Orage,45.25,32,112,8PSK,26.13,37.12,-35.39,0,0.0503967355861348,99.86,KO
Orage,48.41,26,112,QPSK,26.96,34.92,-44.18,0,0.0521700731439863,99.68,KO
Orage,6.18,13,28,16-QAM,21.62,28.16,26.9,30.89,9.65963351276564E-07,99.74,OK
Orage,4.41,13,112,BPSK,18.96,20.4,25.09,27.06,7.72831683012458E-07,99.97,OK
Orage,15.81,32,56,QPSK,20.66,29.91,7.51,12.46,0.000610910598771483,99.83,Dégradé
Orage,27.58,18,28,8PSK,26.25,39.89,-2.54,2.15,0.0441857296535811,99.63,KO
Orage,35.21,4,224,BPSK,25.11,38.91,-15.38,0,0.191367864612959,99.41,KO
Orage,6.65,38,56,16-QAM,20.12,26.08,22.86,31,4.33419724409008E-07,99,OK
Orage,6.62,8,56,8PSK,23.38,29.89,35.23,38.76,3.69096823087286E-08,99.23,OK
Orage,2.25,8,56,16-QAM,19.31,20.18,20.94,21.02,7.82383201453379E-07,99.5,OK
Orage,19.43,6,56,BPSK,20.51,28.04,5.26,11.27,4.55449929120497E-05,99.27,Dégradé
Orage,23.91,11,112,8PSK,26.79,34.2,7.79,13.23,0.000971745025765034,99.56,Dégradé
Orage,2.12,23,224,8PSK,19.33,24.52,30.71,30.83,8.27200455253968E-08,99.81,OK
Orage,24.97,8,56,QPSK,25.71,35.47,4.99,8.85,0.0736217573489275,99.16,KO
Orage,41.14,26,28,BPSK,24.61,32.35,-28.44,0,0.228077001042621,99.81,KO
Orage,10.31,32,28,QPSK,22.89,28.66,18.45,23.07,2.52544312778571E-07,99.21,OK
Orage,38.99,4,224,BPSK,26.27,34.83,-27.11,0,0.152736686992576,99.31,KO
Orage,21.57,18,28,16-QAM,24.04,34.16,14.22,19.82,8.99541208002496E-05,99.92,Dégradé
Orage,12.86,32,28,BPSK,21.96,28.19,10.05,18.08,0.000418968693944053,97.65,Dégradé
Orage,5.5,23,224,8PSK,21.38,27.18,25.65,30.63,8.68871138716764E-07,99.54,OK
Orage,30.42,8,28,8PSK,26.42,32.28,-3.4,4.03,0.0820496273561589,99.95,KO
Orage,35.5,18,112,BPSK,24.99,39.53,-7.77,0,0.0589762650454482,99.89,KO
Orage,37.41,26,56,16-QAM,25.33,35.48,-27.16,0,0.0617481449992091,99.94,KO
